id,id_vendedor,id_cliente,preco_total,data_venda,comissao
102961,81932,30386,10300.0,2014-03-07,412.0
102962,81624,34096,5.5,2022-03-07,0.22
102963,80182,30847,16000.0,2014-01-15,640.0
102965,81084,30365,6300.0,2014-06-04,252.0
102966,80323,32209,61.0,2011-07-11,2.44
102967,80664,32810,3300.0,2018-01-10,132.0
102968,81406,34627,3005.5,2012-12-10,120.22
102969,80845,34023,30300.0,2016-01-30,1212.0
102970,81227,32405,3600.0,2010-04-18,144.0
102971,81888,30113,33000.0,2018-08-07,1320.0
102972,80326,32827,10000.0,2023-01-31,400.0
102973,81250,32180,10000.0,2017-05-05,400.0
102974,80478,34615,10005.5,2023-01-01,400.22
102975,80412,30912,10000.0,2024-10-31,400.0
102976,80200,34865,50000.0,2011-01-20,2000.0
102977,80967,30833,5.5,2011-01-01,0.22
102978,80014,34740,3000.0,2018-05-22,120.0
102979,81731,30805,33050.0,2011-06-10,1322.0
102980,81326,31194,3350.0,2013-05-26,134.0
102981,81510,30138,40005.5,2020-04-21,1600.22
102982,80016,31719,3305.5,2023-01-06,132.22
102983,80272,32081,30305.5,2023-01-15,1212.22
102984,81161,34702,40005.5,2020-11-03,1600.22
102985,80059,30484,350.0,2016-02-06,14.0
102986,81137,33659,11.0,2016-04-03,0.44
102987,81502,31302,30100.0,2023-05-08,1204.0
102988,80409,34934,50.0,2018-11-30,2.0
102989,81647,31559,5.5,2018-05-05,0.22
102990,81166,32592,6005.5,2024-06-18,240.22
102991,81639,33497,40005.5,2009-10-25,1600.22
102992,80057,34874,3055.5,2010-07-23,122.22
102993,80308,31538,50.0,2011-11-30,2.0
102994,81280,31023,16000.0,2020-11-09,640.0
102995,81932,33378,23000.0,2021-04-07,920.0
102996,80107,34823,30055.5,2019-05-22,1202.22
102997,80423,34533,300.0,2013-10-18,12.0
102998,81235,31076,11.0,2017-10-03,0.44
102999,81089,30078,350.0,2018-10-01,14.0
103000,80440,30325,3050.0,2023-06-04,122.0
103001,80972,34441,300.0,2020-07-22,12.0
103002,80171,30341,20300.0,2020-11-12,812.0
103003,81656,34339,10300.0,2023-05-11,412.0
103004,81624,31624,30300.0,2010-03-06,1212.0
103005,80296,32381,40000.0,2019-04-25,1600.0
103006,80570,33506,43000.0,2024-05-12,1720.0
103007,81623,30207,30305.5,2022-10-09,1212.22
103008,80930,32132,30000.0,2024-04-24,1200.0
103009,80790,32008,10050.0,2010-02-23,402.0
103010,80365,30642,355.5,2016-12-29,14.22
103011,80851,31179,3005.5,2024-08-11,120.22
103012,81900,33515,10300.0,2008-12-14,412.0
103013,81736,33041,30050.0,2015-10-07,1202.0
103014,80104,32435,5.5,2016-06-22,0.22
103015,81751,32782,3350.0,2021-03-06,134.0
103016,80808,30765,33050.0,2020-07-19,1322.0
103017,80179,34288,40300.0,2020-02-15,1612.0
103018,81978,34968,355.5,2021-08-12,14.22
103020,81167,30676,10000.0,2023-03-31,400.0
103021,81707,34238,3100.0,2018-03-19,124.0
103022,81421,34403,3600.0,2017-04-30,144.0
103023,80850,33552,30300.0,2013-09-11,1212.0
103024,80288,31377,30055.5,2022-06-11,1202.22
103025,80113,33800,10300.0,2019-12-18,412.0
103026,80986,30429,350.0,2017-06-05,14.0
103027,80706,34500,40005.5,2015-11-11,1600.22
103028,80193,30383,50.0,2013-10-01,2.0
103029,80064,30552,33000.0,2009-05-13,1320.0
103030,81165,31897,3000.0,2022-05-18,120.0
103031,80743,31824,50.0,2011-02-13,2.0
103032,80247,32439,55.5,2013-11-06,2.22
103033,80334,30958,40000.0,2019-10-15,1600.0
103034,81946,34697,60300.0,2019-03-02,2412.0
103035,81500,30721,43000.0,2014-05-22,1720.0
103037,80174,34206,60000.0,2018-04-05,2400.0
103038,80595,32861,3000.0,2018-09-06,120.0
103039,81170,34824,10305.5,2018-08-18,412.22
103040,81030,30139,350.0,2013-03-09,14.0
103041,80275,30337,60000.0,2019-12-28,2400.0
103042,81816,31967,33005.5,2017-04-12,1320.22
103043,81375,30750,13300.0,2013-02-25,532.0
103044,80194,30763,33005.5,2012-03-30,1320.22
103046,81855,32020,305.5,2017-01-15,12.22
103047,80196,32915,30300.0,2010-08-25,1212.0
103048,80441,30475,305.5,2009-01-15,12.22
103049,81756,34282,33000.0,2017-06-06,1320.0
103050,81483,31935,10005.5,2022-08-22,400.22
103051,80319,30204,60050.0,2010-09-25,2402.0
103052,80429,34328,5.5,2022-05-01,0.22
103053,80199,30379,305.5,2022-08-31,12.22
103054,81270,33789,311.0,2014-01-01,12.44
103055,81175,33266,10000.0,2018-09-25,400.0
103056,81844,30159,10000.0,2011-07-14,400.0
103057,80988,32437,5.5,2012-01-05,0.22
103058,80518,30755,10000.0,2019-02-05,400.0
103059,81186,31346,50.0,2023-08-03,2.0
103060,81794,34564,5.5,2014-03-12,0.22
103061,81867,33396,11.0,2011-02-25,0.44
103062,81411,31770,40000.0,2010-03-22,1600.0
103063,81671,34321,60300.0,2009-11-03,2412.0
103064,81374,31661,300.0,2021-06-08,12.0
103065,81985,31878,30050.0,2022-08-12,1202.0
103066,81493,30649,3005.5,2021-05-09,120.22
103067,80104,33629,13005.5,2020-04-03,520.22
103068,81865,31561,5.5,2024-03-19,0.22
103069,80319,30774,30050.0,2016-02-15,1202.0
103070,80032,31455,3055.5,2023-10-26,122.22
103071,81265,30881,33050.0,2020-07-15,1322.0
103072,80783,30781,3000.0,2015-12-29,120.0
103073,81820,31176,6000.0,2024-06-12,240.0
103074,81552,31735,350.0,2023-02-25,14.0
103075,80175,32103,30000.0,2016-04-04,1200.0
103076,80123,30971,33000.0,2022-08-09,1320.0
103077,81076,33690,6000.0,2012-11-29,240.0
103078,80531,33651,30000.0,2024-09-24,1200.0
103079,81427,34754,30305.5,2024-06-08,1212.22
103080,80946,31526,355.5,2023-12-24,14.22
103081,80603,34215,5.5,2010-06-06,0.22
103082,81796,31590,3055.5,2020-09-17,122.22
103083,81157,33562,50.0,2014-10-24,2.0
103084,80048,30229,30000.0,2011-08-09,1200.0
103085,80678,33561,10055.5,2024-03-04,402.22
103086,80722,31814,10350.0,2014-02-22,414.0
103087,81311,32712,5.5,2019-09-10,0.22
103088,81929,33040,300.0,2012-03-20,12.0
103089,80574,32557,50.0,2010-03-18,2.0
103090,81398,30085,30300.0,2018-01-24,1212.0
103091,80823,32876,30000.0,2016-09-05,1200.0
103092,81913,32756,100.0,2020-12-15,4.0
103093,81895,30461,50.0,2023-10-27,2.0
103094,81115,34431,20050.0,2010-08-21,802.0
103095,81972,33813,13000.0,2017-12-03,520.0
103097,80904,30894,350.0,2017-11-04,14.0
103098,80218,33231,350.0,2020-08-20,14.0
103099,80687,32279,3050.0,2013-12-23,122.0
103100,81576,33587,10000.0,2009-06-10,400.0
103101,81588,34514,3300.0,2024-11-12,132.0
103102,81644,33527,30000.0,2021-04-14,1200.0
103103,81818,30314,3350.0,2016-05-22,134.0
103104,81398,33935,40300.0,2018-03-08,1612.0
103105,81184,33448,3050.0,2013-08-07,122.0
103107,81432,30336,40000.0,2023-05-30,1600.0
103108,81708,30021,13000.0,2018-06-29,520.0
103109,80464,34033,40300.0,2013-02-12,1612.0
103110,80527,33091,40000.0,2010-09-06,1600.0
103111,81765,34483,10000.0,2018-10-06,400.0
103112,80811,30443,13000.0,2024-09-02,520.0
103113,81020,33896,10000.0,2019-10-10,400.0
103114,81032,34629,300.0,2012-08-04,12.0
103115,80091,32714,30000.0,2019-07-23,1200.0
103116,81517,30850,10300.0,2009-10-10,412.0
103117,80229,31085,5.5,2012-10-09,0.22
103118,81575,32613,30000.0,2014-02-15,1200.0
103119,81167,32358,300.0,2009-11-01,12.0
103120,81840,31491,5.5,2012-01-04,0.22
103121,80557,34825,5.5,2023-12-04,0.22
103122,80256,34680,40000.0,2023-09-20,1600.0
103124,80813,31938,20000.0,2009-02-16,800.0
103125,80126,33898,13000.0,2013-08-05,520.0
103126,81552,33621,40000.0,2013-06-24,1600.0
103127,81834,31916,10005.5,2013-02-13,400.22
103128,81789,30097,5.5,2017-10-12,0.22
103129,80683,30801,10050.0,2020-01-11,402.0
103130,80023,33964,10000.0,2014-09-16,400.0
103131,81460,30770,300.0,2023-11-17,12.0
103132,80905,30232,20300.0,2015-12-25,812.0
103133,80992,32607,5.5,2017-03-20,0.22
103134,81517,32220,10000.0,2010-06-06,400.0
103135,80546,33159,10000.0,2009-09-04,400.0
103136,81066,32041,3300.0,2010-09-30,132.0
103137,81489,32265,50.0,2023-06-03,2.0
103138,80450,33731,40005.5,2013-10-08,1600.22
103139,81062,32588,30000.0,2017-12-12,1200.0
103140,81101,31542,600.0,2023-08-04,24.0
103141,81987,31214,33300.0,2021-04-12,1332.0
103142,81579,33796,5.5,2011-05-07,0.22
103143,80357,33927,13300.0,2021-05-29,532.0
103144,80393,32830,3011.0,2024-05-14,120.44
103145,81088,34256,5.5,2024-11-07,0.22
103146,81808,34652,13300.0,2021-10-14,532.0
103147,80512,31121,30055.5,2020-01-24,1202.22
103148,81081,34488,30350.0,2024-01-31,1214.0
103149,81704,30227,10350.0,2021-05-06,414.0
103150,80297,33547,33005.5,2017-11-19,1320.22
103151,81578,34374,3000.0,2018-08-11,120.0
103152,80839,33428,10011.0,2019-02-23,400.44
103153,81994,34269,30350.0,2019-08-17,1214.0
103154,81145,30115,30000.0,2009-01-10,1200.0
103155,81107,32942,3350.0,2021-06-20,134.0
103156,81484,31970,3300.0,2016-01-19,132.0
103157,81484,31179,10050.0,2018-06-22,402.0
103158,81644,31551,50000.0,2011-08-19,2000.0
103159,80643,31171,33000.0,2023-05-19,1320.0
103160,80144,34733,20050.0,2024-08-09,802.0
103161,81833,33477,30300.0,2013-11-30,1212.0
103162,81967,31280,3000.0,2015-03-02,120.0
103163,81166,32784,300.0,2023-12-06,12.0
103164,81890,31495,5.5,2022-12-28,0.22
103165,81904,30210,5.5,2015-07-13,0.22
103166,81844,33792,300.0,2023-11-10,12.0
103167,80974,30960,43000.0,2022-01-28,1720.0
103168,80438,34603,10055.5,2018-12-12,402.22
103169,80416,32681,33050.0,2013-03-12,1322.0
103170,81149,34754,305.5,2013-07-01,12.22
103171,81495,30917,55.5,2013-12-08,2.22
103172,81240,32925,3300.0,2016-06-10,132.0
103173,81819,33552,30050.0,2012-08-07,1202.0
103174,80299,33623,5.5,2013-02-06,0.22
103175,81854,34855,30050.0,2012-12-27,1202.0
103176,81772,34764,5.5,2013-08-26,0.22
103177,80219,32376,23000.0,2023-07-17,920.0
103178,80373,31634,3000.0,2020-09-17,120.0
103179,81368,32876,11.0,2022-08-08,0.44
103180,80657,31361,5.5,2011-09-27,0.22
103181,80259,30102,3055.5,2012-04-20,122.22
103182,81341,33437,10000.0,2019-06-08,400.0
103183,81853,31279,300.0,2021-09-21,12.0
103184,80907,31606,11.0,2015-06-29,0.44
103185,81057,32834,3100.0,2011-08-24,124.0
103186,81284,31961,3000.0,2019-04-19,120.0
103187,81068,33847,30000.0,2010-02-09,1200.0
103188,81386,34237,50.0,2020-04-23,2.0
103189,81048,31767,305.5,2011-07-13,12.22
103190,81560,31749,600.0,2015-10-14,24.0
103191,81088,33291,3000.0,2024-03-06,120.0
103192,81703,32605,10000.0,2016-11-18,400.0
103193,80035,34623,3005.5,2017-05-05,120.22
103194,80889,33707,5.5,2017-01-21,0.22
103195,80374,32554,3055.5,2024-01-30,122.22
103196,80872,30952,100.0,2009-12-12,4.0
103197,80976,34050,40000.0,2011-06-16,1600.0
103198,81860,34425,40000.0,2020-07-05,1600.0
103199,80024,32955,10300.0,2022-01-16,412.0
103200,80175,30398,10100.0,2010-06-02,404.0
103201,80220,33895,10000.0,2023-03-26,400.0
103202,81386,34098,3000.0,2022-01-12,120.0
103203,81403,34655,40050.0,2011-06-13,1602.0
103204,80930,33031,300.0,2017-08-11,12.0
103205,80309,32644,30000.0,2021-04-22,1200.0
103206,81098,31640,305.5,2019-07-31,12.22
103207,81267,33034,10000.0,2015-05-22,400.0
103208,81812,32506,30011.0,2023-10-30,1200.44
103209,81756,30256,10600.0,2019-05-13,424.0
103210,81054,31798,30000.0,2012-08-21,1200.0
103211,81627,31422,10050.0,2013-08-15,402.0
103212,80669,31117,13000.0,2018-03-18,520.0
103213,81708,34590,5.5,2022-07-30,0.22
103214,80798,32024,30055.5,2011-09-07,1202.22
103215,81860,31729,13005.5,2017-10-25,520.22
103216,80999,34163,50.0,2020-12-15,2.0
103217,80151,30050,33050.0,2016-09-23,1322.0
103218,80963,33508,30000.0,2012-07-01,1200.0
103219,80009,31064,30000.0,2010-10-16,1200.0
103220,81510,30853,33050.0,2022-08-07,1322.0
103221,80157,31574,30300.0,2015-08-31,1212.0
103222,81818,30222,30000.0,2024-03-04,1200.0
103223,80978,34910,30050.0,2014-08-20,1202.0
103224,81801,31610,3000.0,2017-09-28,120.0
103225,80343,34018,13050.0,2017-12-05,522.0
103226,81818,34310,13300.0,2009-02-07,532.0
103227,81432,30304,30350.0,2013-10-02,1214.0
103228,81827,32206,40300.0,2018-09-06,1612.0
103229,81418,32836,33000.0,2017-11-26,1320.0
103230,80468,32433,61.0,2017-09-10,2.44
103231,81683,34179,10005.5,2009-04-25,400.22
103232,80298,31680,3055.5,2009-07-12,122.22
103233,80230,33623,40000.0,2011-11-11,1600.0
103234,81187,30506,36000.0,2020-05-08,1440.0
103235,80059,32375,10000.0,2019-07-03,400.0
103236,80253,32921,305.5,2009-05-19,12.22
103237,81376,33891,10000.0,2017-10-08,400.0
103238,81220,31881,10000.0,2012-08-06,400.0
103239,80951,33427,30055.5,2024-03-17,1202.22
103240,80241,32502,3000.0,2017-09-07,120.0
103241,81476,31274,33050.0,2011-03-11,1322.0
103242,80229,32016,50.0,2023-11-07,2.0
103243,81329,31986,3000.0,2013-09-13,120.0
103244,80652,34862,30300.0,2017-05-18,1212.0
103245,80499,30587,6005.5,2019-10-21,240.22
103246,80344,33464,300.0,2011-12-20,12.0
103247,81032,30441,30000.0,2011-11-29,1200.0
103248,80456,31840,30005.5,2018-05-25,1200.22
103249,81564,34480,10005.5,2022-08-22,400.22
103250,80135,34656,55.5,2010-10-25,2.22
103251,81954,31711,400.0,2021-05-16,16.0
103252,80770,32245,13050.0,2014-04-28,522.0
103253,80513,34917,10300.0,2021-12-25,412.0
103254,81074,32734,350.0,2018-01-31,14.0
103255,81278,34430,5.5,2019-02-02,0.22
103256,80200,34446,10305.5,2024-09-05,412.22
103257,81523,30229,300.0,2016-09-10,12.0
103258,81653,34775,16000.0,2012-05-02,640.0
103259,80221,33275,40300.0,2019-08-12,1612.0
103260,81656,31642,3350.0,2016-01-05,134.0
103261,81291,33025,300.0,2011-09-05,12.0
103263,80327,30967,10300.0,2011-02-23,412.0
103264,81488,30541,10000.0,2011-08-18,400.0
103265,81684,30031,30350.0,2011-10-08,1214.0
103266,80189,33050,33050.0,2014-04-15,1322.0
103267,80286,31942,10300.0,2023-07-05,412.0
103268,81566,32037,300.0,2017-04-15,12.0
103269,81175,32800,10100.0,2018-12-06,404.0
103270,80172,34658,3050.0,2011-04-07,122.0
103271,80899,32381,3305.5,2023-09-24,132.22
103272,80480,34137,10300.0,2009-06-27,412.0
103273,80615,34699,30050.0,2023-12-10,1202.0
103274,81153,34427,30100.0,2011-02-15,1204.0
103276,81323,30508,300.0,2024-03-01,12.0
103277,81909,34579,6300.0,2021-04-27,252.0
103278,80911,32983,5.5,2013-11-16,0.22
103279,80593,34496,10050.0,2020-07-19,402.0
103280,81552,32456,305.5,2018-12-04,12.22
103281,80277,30000,30000.0,2018-03-04,1200.0
103282,81202,34482,30300.0,2014-03-14,1212.0
103283,80743,34089,10300.0,2021-08-26,412.0
103284,81735,33749,305.5,2018-10-17,12.22
103285,80384,30112,40000.0,2009-09-26,1600.0
103286,81325,34489,3350.0,2012-03-14,134.0
103287,80871,34255,3300.0,2022-07-23,132.0
103288,80912,31692,30000.0,2022-04-20,1200.0
103289,81930,34397,10000.0,2010-01-12,400.0
103290,80962,30024,55.5,2015-08-26,2.22
103291,80841,31826,36000.0,2021-05-24,1440.0
103292,81871,34117,5.5,2011-08-30,0.22
103293,80835,34579,350.0,2022-02-22,14.0
103294,80276,31331,3350.0,2017-02-02,134.0
103295,81478,31123,13000.0,2021-07-29,520.0
103296,80496,34277,355.5,2010-03-31,14.22
103297,80040,31402,30050.0,2021-02-02,1202.0
103298,80404,33205,30100.0,2023-01-25,1204.0
103299,81404,32172,61.0,2021-09-16,2.44
103300,81138,34194,30000.0,2014-02-05,1200.0
103301,80788,33405,30600.0,2014-10-02,1224.0
103302,80136,30519,30005.5,2021-11-15,1200.22
103303,81701,32909,70000.0,2016-12-08,2800.0
103304,81473,31846,3305.5,2009-08-01,132.22
103305,81590,31602,3005.5,2019-03-26,120.22
103306,80784,32372,40000.0,2017-11-23,1600.0
103307,81840,31041,40300.0,2009-11-20,1612.0
103308,80102,32663,305.5,2016-10-06,12.22
103309,81467,31394,3000.0,2021-11-19,120.0
103310,81378,31409,3050.0,2023-01-29,122.0
103311,81790,31119,3050.0,2018-08-21,122.0
103312,80429,31620,10600.0,2015-11-09,424.0
103313,80328,33495,33300.0,2011-11-27,1332.0
103314,80208,34889,3000.0,2014-06-02,120.0
103315,80259,31380,11.0,2019-10-11,0.44
103316,81496,32563,3050.0,2022-01-30,122.0
103317,81846,30442,300.0,2020-12-18,12.0
103318,80183,30225,10000.0,2009-03-04,400.0
103319,81154,32989,300.0,2017-03-14,12.0
103320,81116,34845,50.0,2020-10-05,2.0
103321,80617,32948,3000.0,2024-04-06,120.0
103322,81380,33436,10005.5,2024-06-19,400.22
103323,81404,34414,10000.0,2008-12-14,400.0
103324,81582,31527,10000.0,2014-04-08,400.0
103325,81727,31561,40000.0,2022-07-26,1600.0
103326,81343,33726,30055.5,2024-08-16,1202.22
103327,81561,34637,30000.0,2016-02-19,1200.0
103328,81288,34276,10350.0,2009-03-27,414.0
103329,81564,32230,30050.0,2015-04-26,1202.0
103330,81151,33178,400.0,2011-03-25,16.0
103332,81395,34756,10000.0,2009-12-05,400.0
103333,80596,33792,50000.0,2011-09-13,2000.0
103334,81946,31752,30600.0,2010-11-06,1224.0
103335,81383,34291,3050.0,2010-03-21,122.0
103336,81572,31960,20000.0,2019-11-10,800.0
103337,81964,34201,3011.0,2010-09-27,120.44
103338,81371,30186,10000.0,2014-03-28,400.0
103339,80567,31761,40005.5,2009-04-29,1600.22
103340,80090,31566,10100.0,2015-11-30,404.0
103341,81872,33518,50.0,2012-02-25,2.0
103342,80457,32551,3050.0,2014-10-22,122.0
103343,81601,30970,3050.0,2019-02-21,122.0
103345,81595,33494,305.5,2019-07-03,12.22
103346,81490,33668,33050.0,2017-10-23,1322.0
103347,81726,30187,30050.0,2011-12-21,1202.0
103348,80415,34986,40000.0,2022-04-02,1600.0
103349,80120,33022,30050.0,2011-04-28,1202.0
103350,81758,30506,3000.0,2017-04-12,120.0
103351,80208,33518,13000.0,2015-10-20,520.0
103352,81213,34759,10350.0,2010-12-16,414.0
103353,80707,32713,40050.0,2014-11-23,1602.0
103354,80405,34496,5.5,2014-12-01,0.22
103355,81025,31715,20050.0,2024-02-13,802.0
103356,81119,32563,30050.0,2015-03-20,1202.0
103357,81629,31092,11.0,2017-05-27,0.44
103358,81809,31407,100.0,2023-06-17,4.0
103359,81019,31874,20000.0,2014-08-02,800.0
103360,80789,31049,50000.0,2010-12-24,2000.0
103361,81746,30289,5.5,2023-03-22,0.22
103362,80632,33356,300.0,2018-04-15,12.0
103363,81949,31983,9000.0,2014-08-30,360.0
103364,80752,31186,5.5,2018-08-05,0.22
103365,81482,34120,16000.0,2009-11-26,640.0
103366,80950,33698,33000.0,2011-12-28,1320.0
103367,80309,30130,30011.0,2022-02-05,1200.44
103368,81528,32880,13050.0,2015-02-22,522.0
103369,81330,34840,10300.0,2015-10-28,412.0
103370,81242,33068,16.5,2009-10-25,0.66
103371,81345,33410,30000.0,2022-01-26,1200.0
103372,80323,31202,10005.5,2009-05-05,400.22
103373,80503,31096,50.0,2021-03-17,2.0
103374,80195,34125,33000.0,2012-03-31,1320.0
103375,81000,31548,50.0,2021-11-19,2.0
103376,80481,30269,13000.0,2011-04-13,520.0
103377,80597,33930,5.5,2021-11-21,0.22
103378,80980,31116,10005.5,2018-09-12,400.22
103379,80381,30576,60005.5,2014-12-18,2400.22
103380,80589,34396,30000.0,2014-03-08,1200.0
103381,81861,33594,3055.5,2016-08-05,122.22
103382,81027,33632,6300.0,2016-04-05,252.0
103383,80827,31894,33005.5,2017-02-11,1320.22
103384,80439,34961,6300.0,2013-04-24,252.0
103385,81954,32694,10050.0,2021-11-27,402.0
103386,81631,30113,3055.5,2023-05-04,122.22
103387,81395,32751,100.0,2010-10-20,4.0
103388,80751,31337,30000.0,2022-05-23,1200.0
103389,80020,32023,10005.5,2023-03-31,400.22
103390,81364,34851,10100.0,2018-07-02,404.0
103391,80623,30431,61.0,2012-09-18,2.44
103392,81302,32032,40050.0,2020-03-27,1602.0
103394,81391,33472,3055.5,2010-01-06,122.22
103395,80252,33701,300.0,2009-01-11,12.0
103396,80739,31838,300.0,2023-12-15,12.0
103398,81781,31682,30000.0,2018-10-20,1200.0
103399,81539,30078,10000.0,2018-03-15,400.0
103400,81241,33895,43000.0,2016-09-12,1720.0
103401,80862,34538,33000.0,2015-05-10,1320.0
103403,81455,31940,3600.0,2020-06-11,144.0
103404,80174,31496,5.5,2023-10-26,0.22
103405,81747,34495,300.0,2019-06-28,12.0
103406,80498,34653,33050.0,2022-07-19,1322.0
103407,81492,32799,3300.0,2010-04-29,132.0
103408,81413,31155,10300.0,2016-03-25,412.0
103409,81125,30187,5.5,2019-08-05,0.22
103410,80435,34420,50.0,2024-01-16,2.0
103411,80163,33045,10350.0,2023-09-24,414.0
103412,81027,32619,30050.0,2014-03-15,1202.0
103413,81731,33419,3000.0,2020-04-09,120.0
103414,81901,32324,100.0,2011-11-06,4.0
103415,80557,30956,305.5,2022-08-23,12.22
103416,81880,33769,33005.5,2011-12-02,1320.22
103417,80501,34866,3050.0,2017-10-08,122.0
103418,80966,34562,43000.0,2015-02-17,1720.0
103419,80205,33610,5.5,2022-04-29,0.22
103420,81217,34488,900.0,2020-04-12,36.0
103421,81402,32704,33000.0,2010-09-05,1320.0
103422,80961,30453,3300.0,2015-03-21,132.0
103423,81246,34850,30300.0,2008-12-25,1212.0
103424,81181,33799,33005.5,2023-12-25,1320.22
103425,80983,31274,30300.0,2019-12-16,1212.0
103426,81787,31898,5.5,2014-03-06,0.22
103427,81812,34971,3100.0,2015-06-22,124.0
103428,81590,32623,3000.0,2016-09-29,120.0
103429,81245,30805,10050.0,2018-10-22,402.0
103430,81297,32838,60000.0,2011-06-17,2400.0
103431,81544,33702,30350.0,2022-07-30,1214.0
103432,81898,33209,30050.0,2014-09-25,1202.0
103433,81936,32032,60050.0,2015-10-18,2402.0
103434,80060,31537,30050.0,2018-08-20,1202.0
103435,81257,31065,6050.0,2015-08-21,242.0
103436,80181,32022,10050.0,2016-05-17,402.0
103437,80218,31497,3000.0,2011-10-27,120.0
103438,80355,33165,5.5,2013-05-12,0.22
103439,81716,33191,40050.0,2020-11-06,1602.0
103440,80034,31494,350.0,2016-08-15,14.0
103441,80194,31681,5.5,2024-04-12,0.22
103442,81037,31755,355.5,2011-03-14,14.22
103443,81205,32582,20005.5,2014-09-07,800.22
103444,80655,34216,5.5,2018-06-27,0.22
103445,80982,30691,40300.0,2023-06-14,1612.0
103446,81976,32338,55.5,2011-05-29,2.22
103447,80826,32540,10000.0,2022-11-05,400.0
103448,80275,31711,13000.0,2011-08-01,520.0
103449,81937,31576,350.0,2021-09-07,14.0
103450,80678,33705,10300.0,2020-04-19,412.0
103451,80171,31193,3000.0,2021-10-05,120.0
103452,81725,31154,6000.0,2020-06-08,240.0
103453,80575,34507,5.5,2024-08-03,0.22
103454,80587,33700,33005.5,2013-02-02,1320.22
103456,80991,30331,30305.5,2016-08-09,1212.22
103457,81015,31305,10300.0,2021-12-23,412.0
103458,81529,31681,350.0,2017-12-06,14.0
103459,80791,32460,10050.0,2017-02-16,402.0
103460,81860,33414,5.5,2020-03-18,0.22
103461,81779,30833,33050.0,2009-04-28,1322.0
103462,81904,31678,300.0,2023-02-02,12.0
103464,80784,30610,33300.0,2015-06-21,1332.0
103465,81450,32282,40050.0,2020-06-24,1602.0
103466,81496,34172,43000.0,2010-04-15,1720.0
103467,81839,33264,305.5,2024-08-03,12.22
103468,81515,31530,5.5,2022-09-02,0.22
103469,80398,32704,30055.5,2020-11-18,1202.22
103470,80968,30783,30350.0,2015-02-14,1214.0
103471,81651,33141,3300.0,2018-02-05,132.0
103472,80406,34922,40000.0,2022-08-29,1600.0
103473,80301,33521,5.5,2020-01-24,0.22
103474,80518,30984,10011.0,2020-03-09,400.44
103475,81049,31997,50.0,2019-04-11,2.0
103476,80752,34770,60000.0,2017-04-27,2400.0
103477,80581,34208,33050.0,2013-10-17,1322.0
103478,81949,30898,30011.0,2014-05-12,1200.44
103479,80410,34540,13005.5,2023-03-27,520.22
103480,80536,31430,3050.0,2013-07-03,122.0
103481,81132,32260,3000.0,2022-03-17,120.0
103482,80455,30334,311.0,2020-05-25,12.44
103483,81103,33504,3005.5,2017-09-17,120.22
103484,80358,34878,30000.0,2019-03-07,1200.0
103485,81406,33390,50.0,2017-10-06,2.0
103486,81674,30947,33005.5,2010-04-28,1320.22
103487,81064,32046,10000.0,2018-05-12,400.0
103488,81035,34394,40300.0,2023-11-26,1612.0
103489,81768,30200,3000.0,2012-08-14,120.0
103490,81905,32056,30600.0,2011-05-12,1224.0
103491,80956,32290,30000.0,2013-09-06,1200.0
103492,80767,32216,3055.5,2020-04-22,122.22
103493,80824,33052,30050.0,2012-12-21,1202.0
103494,81581,34627,30000.0,2014-03-12,1200.0
103495,81276,30131,10000.0,2018-06-13,400.0
103496,81233,30937,43000.0,2019-09-11,1720.0
103497,80886,31700,30000.0,2011-04-10,1200.0
103498,80633,33772,30011.0,2016-04-16,1200.44
103499,81077,33679,300.0,2013-02-11,12.0
103500,80971,33453,3305.5,2010-11-21,132.22
103501,81437,31478,63000.0,2012-07-12,2520.0
103502,80788,34581,60000.0,2021-03-27,2400.0
103503,80247,33358,355.5,2020-01-05,14.22
103504,80744,30988,5.5,2024-01-14,0.22
103505,81189,34900,10000.0,2019-10-16,400.0
103506,81023,32839,50.0,2018-05-23,2.0
103507,80998,32428,30000.0,2015-07-30,1200.0
103508,80659,32215,10000.0,2021-02-02,400.0
103509,80371,33278,20000.0,2009-06-10,800.0
103510,81730,33473,90000.0,2011-02-25,3600.0
103511,81481,34311,605.5,2012-02-07,24.22
103512,80190,30990,55.5,2017-05-13,2.22
103513,81112,33907,5.5,2020-09-26,0.22
103514,80024,30478,3000.0,2017-01-21,120.0
103515,81319,34897,5.5,2010-01-23,0.22
103516,81723,30107,3000.0,2009-03-09,120.0
103517,81637,34451,30005.5,2023-04-06,1200.22
103518,80127,34687,20000.0,2010-02-28,800.0
103519,81135,34440,30005.5,2019-11-22,1200.22
103520,80576,33106,40000.0,2015-05-03,1600.0
103521,80960,30557,5.5,2014-01-26,0.22
103522,80840,33862,5.5,2013-05-16,0.22
103523,81732,33624,3050.0,2015-03-14,122.0
103524,80035,33993,305.5,2014-05-16,12.22
103525,81586,30972,300.0,2016-06-18,12.0
103526,81789,33867,30055.5,2018-12-31,1202.22
103527,80820,33915,5.5,2022-12-30,0.22
103528,81546,30807,605.5,2012-06-25,24.22
103529,81391,31819,30350.0,2015-12-29,1214.0
103530,80794,32403,3005.5,2009-12-04,120.22
103531,80644,31831,23000.0,2009-04-09,920.0
103532,81968,33890,30000.0,2024-11-18,1200.0
103533,81497,34994,100.0,2015-01-02,4.0
